doc,authors,institution,title,abstract,keywords,language,status_article,pages,year,date,country,city,latitud,longitud,Views
8611,Braulio Coelho Ávila,Pontifícia Universidade Católica do Paraná - PUCPR,Combinando Modelos de Interação para Melhorar a Coordenação em Sistemas Multiagente,"The main contribution of this article is the implementation of a hybrid coordination method based on the combination of previously developed interaction models. Interaction models are based on sharing rewards for learning with multiple agents, in order to interactively discover good quality policies. The exchange of rewards between agents during interaction is a complex task and if carried out inappropriately it can cause delays in learning or even cause unexpected behaviors, making cooperation inefficient and converging on an unsatisfactory policy. Based on these concepts, the hybrid method uses the particularities of each model, reducing possible conflicts between actions with different policy rewards, improving the coordination of agents in reinforcement learning problems. Experimental results show that the hybrid method is capable of accelerating convergence, quickly achieving optimal policies even in large state spaces, surpassing the results of classical reinforcement learning approaches.",,pt_BR,Published,24,2009,2009-05-14 16:18:10,Brazil,Curitiba,-254.295.963,-492.712.724,661
9009,Rubens Nascimento Melo,Pontifícia Universidade Católica do Rio de Janeiro - PUC-Rio,Combinando Modelos de Interação para Melhorar a Coordenação em Sistemas Multiagente,"The main contribution of this article is the implementation of a hybrid coordination method based on the combination of previously developed interaction models. Interaction models are based on sharing rewards for learning with multiple agents, in order to interactively discover good quality policies. The exchange of rewards between agents during interaction is a complex task and if carried out inappropriately it can cause delays in learning or even cause unexpected behaviors, making cooperation inefficient and converging on an unsatisfactory policy. Based on these concepts, the hybrid method uses the particularities of each model, reducing possible conflicts between actions with different policy rewards, improving the coordination of agents in reinforcement learning problems. Experimental results show that the hybrid method is capable of accelerating convergence, quickly achieving optimal policies even in large state spaces, surpassing the results of classical reinforcement learning approaches.",,pt_BR,Published,20,2009,2009-06-17 21:28:30,Brazil,Rio de Janeiro,-229.110.137,-432.093.727,2207
9009,Jonice Oliveira,Universidade Federal do Rio de Janeiro - UFRJ,Uma abordagem estrutural para calcular similaridade entre conceitos de ontologias,"The problem of compatibility between ontologies is still an open problem. To address this problem, we present the algorithm implemented in the GNoSIS system. Our solution makes use of both syntactic and semantic techniques in a structural approach, facilitating the mapping or alignment between ontologies from different domains. This algorithm uses different similarity functions and calculates the degree of similarity between concepts recursively, calculating the result of the similarity function between two concepts based on the degree of total similarity between concepts that are closely related. A validation of the approach is presented in this paper.",,pt_BR,Published,20,2009,2009-06-17 21:28:30,Brazil,Rio de Janeiro,-229.110.137,-432.093.727,2207
9009,Jairo Francisco Souza,Universidade Federal de Juiz de Fora - UFJF,Uma abordagem estrutural para calcular similaridade entre conceitos de ontologias,"The problem of compatibility between ontologies is still an open problem. To address this problem, we present the algorithm implemented in the GNoSIS system. Our solution makes use of both syntactic and semantic techniques in a structural approach, facilitating the mapping or alignment between ontologies from different domains. This algorithm uses different similarity functions and calculates the degree of similarity between concepts recursively, calculating the result of the similarity function between two concepts based on the degree of total similarity between concepts that are closely related. A validation of the approach is presented in this paper.",,pt_BR,Published,20,2009,2009-06-17 21:28:30,Brazil,Juiz de Fora,-217.609.533,-433.501.129,2207
9009,Jano Moreira Souza,Universidade Federal do Rio de Janeiro - UFRJ,Uma abordagem estrutural para calcular similaridade entre conceitos de ontologias,"The problem of compatibility between ontologies is still an open problem. To address this problem, we present the algorithm implemented in the GNoSIS system. Our solution makes use of both syntactic and semantic techniques in a structural approach, facilitating the mapping or alignment between ontologies from different domains. This algorithm uses different similarity functions and calculates the degree of similarity between concepts recursively, calculating the result of the similarity function between two concepts based on the degree of total similarity between concepts that are closely related. A validation of the approach is presented in this paper.",,pt_BR,Published,20,2009,2009-06-17 21:28:30,Brazil,Rio de Janeiro,-229.110.137,-432.093.727,2207
9644,Luciano Jose Senger,Universidade Estadual de Ponta Grossa - UEPG,Uma abordagem estrutural para calcular similaridade entre conceitos de ontologias,"The problem of compatibility between ontologies is still an open problem. To address this problem, we present the algorithm implemented in the GNoSIS system. Our solution makes use of both syntactic and semantic techniques in a structural approach, facilitating the mapping or alignment between ontologies from different domains. This algorithm uses different similarity functions and calculates the degree of similarity between concepts recursively, calculating the result of the similarity function between two concepts based on the degree of total similarity between concepts that are closely related. A validation of the approach is presented in this paper.",,pt_BR,Published,20,2009,2009-08-03 14:37:19,Brazil,Ponta Grossa,-250.891.685,-501.601.812,1461
9644,Lilian Tais de Gouveia,Unviersidade de São Paulo - USP,Aplicação de redes neurais ART e análise de textura para a classificação do estado de alteração de agregados minerais,"A new approach for identifying the state of alteration of mineral aggregates intended for civil construction works is presented. Such identification is of fundamental importance to avoid failures and the occurrence of premature defects when carrying out works that can be attributed to the quality of the aggregate used in terms of its state of alteration. Image processing techniques are used to acquire the histograms of the color channels of the images, followed by calculating the entropy of the histograms, which provides the main characteristics for classification. Finally, an incremental knowledge acquisition and classification model employing ART (Adaptive Resonance Theory) neural networks is constructed to automate the classification process. The classification model is organized in two steps. In the first stage, the aggregates are classified as changed and unchanged, and in a second stage, the group of changed aggregates is classified according to the degree of change. The proposed model presents better classification results when compared to those obtained through other classification algorithms.",,pt_BR,Published,20,2009,2009-08-03 14:37:19,Brazil,Sao Paulo,-235.506.507,-466.333.824,1461
10082,Rodolfo Resende,Universidade Federal de Minas Gerais - UFMG,Aplicação de redes neurais ART e análise de textura para a classificação do estado de alteração de agregados minerais,"A new approach for identifying the state of alteration of mineral aggregates intended for civil construction works is presented. Such identification is of fundamental importance to avoid failures and the occurrence of premature defects when carrying out works that can be attributed to the quality of the aggregate used in terms of its state of alteration. Image processing techniques are used to acquire the histograms of the color channels of the images, followed by calculating the entropy of the histograms, which provides the main characteristics for classification. Finally, an incremental knowledge acquisition and classification model employing ART (Adaptive Resonance Theory) neural networks is constructed to automate the classification process. The classification model is organized in two steps. In the first stage, the aggregates are classified as changed and unchanged, and in a second stage, the group of changed aggregates is classified according to the degree of change. The proposed model presents better classification results when compared to those obtained through other classification algorithms.",,pt_BR,Published,18,2009,2009-09-14 13:51:34,Brazil,Belo Horizonte,-199.227.318,-439.450.948,2889
10082,Ismayle Sousa Santos,Universidade Federal do Piaui - UFPI,Geração de Testes de Desempenho e Estresse a partir de Testes Funcionais,"Although Software Testing is related to quality assurance, it demands time and resources, which is why it ends up not being carried out in part of the projects carried out. In the context of companies that always carry it out, it is clear that functional testing is growing in use and that performance and stress testing is still rarely performed, even in the face of the increase in systems accessible via the Web, in which these tests are considered essential. In this article, a method and its support tool are proposed for generating performance and stress tests for Web systems from functional tests, in an attempt to popularize testing for these non-functional requirements. An experimental study is also presented that concluded that the use of the method and tool can generate gains in terms of reducing effort for generating these tests.",,pt_BR,Published,18,2009,2009-09-14 13:51:34,Brazil,Teresina,-50.874.608,-428.049.571,2889
10082,Pedro Alcântara Santos Neto,Universidade Federal do Piaui - UFPI,Geração de Testes de Desempenho e Estresse a partir de Testes Funcionais,"Although Software Testing is related to quality assurance, it demands time and resources, which is why it ends up not being carried out in part of the projects carried out. In the context of companies that always carry it out, it is clear that functional testing is growing in use and that performance and stress testing is still rarely performed, even in the face of the increase in systems accessible via the Web, in which these tests are considered essential. In this article, a method and its support tool are proposed for generating performance and stress tests for Web systems from functional tests, in an attempt to popularize testing for these non-functional requirements. An experimental study is also presented that concluded that the use of the method and tool can generate gains in terms of reducing effort for generating these tests.",,pt_BR,Published,18,2009,2009-09-14 13:51:34,Brazil,Teresina,-50.874.608,-428.049.571,2889
10385,Marinalva Dias Soares,Instituto Nacional de Pesquisas Espaciais - INPE,Geração de Testes de Desempenho e Estresse a partir de Testes Funcionais,"Although Software Testing is related to quality assurance, it demands time and resources, which is why it ends up not being carried out in part of the projects carried out. In the context of companies that always carry it out, it is clear that functional testing is growing in use and that performance and stress testing is still rarely performed, even in the face of the increase in systems accessible via the Web, in which these tests are considered essential. In this article, a method and its support tool are proposed for generating performance and stress tests for Web systems from functional tests, in an attempt to popularize testing for these non-functional requirements. An experimental study is also presented that concluded that the use of the method and tool can generate gains in terms of reducing effort for generating these tests.",,pt_BR,Published,17,2009,2009-09-29 21:12:15,Brazil,Sao Jose dos Campos,-231.867.782,-458.854.538,1349
10385,Nandamudi Vijaykumar,Instituto Nacional de Pesquisas Espaciais - INPE,TSML: A XML-based Format for Exchange of Training Samples for Pattern Recognition in Remote Sensing Images,"The availability of large and complex data sets has shifted the focus of pattern recognition towards developing techniques that can efficiently handle these types of data sets. For example, Multiple Classifier Systems claim their ability in reducing the error and complexity of classification by partitioning the data space and combining classifiers predictions. However, it is not an easy task to generate several partitions and moreover to use them in an efficient manner. Another difficult aspect is related to the exchange of training data in different formats among systems to combine classifiers of different and heterogeneous systems. This paper presents a model and structure of training samples based on XML (eXtensible Markup Language) to facilitate the partitioning and exchange among different image classification system. The main contribution is to apply the flexibility of XML that addresses interoperability and communication among heterogeneous systems in partitioning data sets as well as to facilitate interchange of such sets among image processing and pattern recognition systems.",,pt_BR,Published,17,2009,2009-09-29 21:12:15,Brazil,Sao Jose dos Campos,-231.867.782,-458.854.538,1349
10385,Luciano Vieira Dutra,Instituto Nacional de Pesquisas Espaciais - INPE,TSML: A XML-based Format for Exchange of Training Samples for Pattern Recognition in Remote Sensing Images,"The availability of large and complex data sets has shifted the focus of pattern recognition towards developing techniques that can efficiently handle these types of data sets. For example, Multiple Classifier Systems claim their ability in reducing the error and complexity of classification by partitioning the data space and combining classifiers predictions. However, it is not an easy task to generate several partitions and moreover to use them in an efficient manner. Another difficult aspect is related to the exchange of training data in different formats among systems to combine classifiers of different and heterogeneous systems. This paper presents a model and structure of training samples based on XML (eXtensible Markup Language) to facilitate the partitioning and exchange among different image classification system. The main contribution is to apply the flexibility of XML that addresses interoperability and communication among heterogeneous systems in partitioning data sets as well as to facilitate interchange of such sets among image processing and pattern recognition systems.",,pt_BR,Published,17,2009,2009-09-29 21:12:15,Brazil,Sao Jose dos Campos,-231.867.782,-458.854.538,1349
11066,Luciana Maria Azevedo Nascimento,Universidade Federal do Pará - UFPA,TSML: A XML-based Format for Exchange of Training Samples for Pattern Recognition in Remote Sensing Images,"The availability of large and complex data sets has shifted the focus of pattern recognition towards developing techniques that can efficiently handle these types of data sets. For example, Multiple Classifier Systems claim their ability in reducing the error and complexity of classification by partitioning the data space and combining classifiers predictions. However, it is not an easy task to generate several partitions and moreover to use them in an efficient manner. Another difficult aspect is related to the exchange of training data in different formats among systems to combine classifiers of different and heterogeneous systems. This paper presents a model and structure of training samples based on XML (eXtensible Markup Language) to facilitate the partitioning and exchange among different image classification system. The main contribution is to apply the flexibility of XML that addresses interoperability and communication among heterogeneous systems in partitioning data sets as well as to facilitate interchange of such sets among image processing and pattern recognition systems.",,pt_BR,Published,13,2009,2009-10-23 16:17:19,Brazil,Belem,-145.056,-484.682.453,1383
11066,Carla Alessandra Lima Reis,Universidade Federal do Pará - UFPA,Implantação de Medição no Processo de Desenvolvimento de Software – Relato de Experiência e Lições Aprendidas,"Measurement is recognized as an important process to support software development management, but its effective implementation faces challenges related to the effort and knowledge required to generate useful information for decision making. The challenge is even greater when it comes to immature organizations or those without experience with measurements. As a way of contributing to measurement implementation initiatives in this context, this article reports the experience, strategies and results of measurement implementation in a software development project aiming to provide management with information for analysis and action taking.",,pt_BR,Published,13,2009,2009-10-23 16:17:19,Brazil,Belem,-145.056,-484.682.453,1383
11066,Adailton Magalhães Lima,Universidade Federal do Pará - UFPA,Implantação de Medição no Processo de Desenvolvimento de Software – Relato de Experiência e Lições Aprendidas,"Measurement is recognized as an important process to support software development management, but its effective implementation faces challenges related to the effort and knowledge required to generate useful information for decision making. The challenge is even greater when it comes to immature organizations or those without experience with measurements. As a way of contributing to measurement implementation initiatives in this context, this article reports the experience, strategies and results of measurement implementation in a software development project aiming to provide management with information for analysis and action taking.",,pt_BR,Published,13,2009,2009-10-23 16:17:19,Brazil,Belem,-145.056,-484.682.453,1383
11066,Rodrigo Quites Reis,Universidade Federal do Pará - UFPA,Implantação de Medição no Processo de Desenvolvimento de Software – Relato de Experiência e Lições Aprendidas,"Measurement is recognized as an important process to support software development management, but its effective implementation faces challenges related to the effort and knowledge required to generate useful information for decision making. The challenge is even greater when it comes to immature organizations or those without experience with measurements. As a way of contributing to measurement implementation initiatives in this context, this article reports the experience, strategies and results of measurement implementation in a software development project aiming to provide management with information for analysis and action taking.",,pt_BR,Published,13,2009,2009-10-23 16:17:19,Brazil,Belem,-145.056,-484.682.453,1383
11066,Talita Vieira Ribeiro,Universidade Federal do Pará - UFPA,Implantação de Medição no Processo de Desenvolvimento de Software – Relato de Experiência e Lições Aprendidas,"Measurement is recognized as an important process to support software development management, but its effective implementation faces challenges related to the effort and knowledge required to generate useful information for decision making. The challenge is even greater when it comes to immature organizations or those without experience with measurements. As a way of contributing to measurement implementation initiatives in this context, this article reports the experience, strategies and results of measurement implementation in a software development project aiming to provide management with information for analysis and action taking.",,pt_BR,Published,13,2009,2009-10-23 16:17:19,Brazil,Belem,-145.056,-484.682.453,1383
11221,Luiz Soares Oliveira,Universidade Federal do Paraná - UFPR,Implantação de Medição no Processo de Desenvolvimento de Software – Relato de Experiência e Lições Aprendidas,"Measurement is recognized as an important process to support software development management, but its effective implementation faces challenges related to the effort and knowledge required to generate useful information for decision making. The challenge is even greater when it comes to immature organizations or those without experience with measurements. As a way of contributing to measurement implementation initiatives in this context, this article reports the experience, strategies and results of measurement implementation in a software development project aiming to provide management with information for analysis and action taking.",,pt_BR,Published,16,2009,2009-11-03 21:02:55,Brazil,Curitiba,-254.295.963,-492.712.724,782
11221,Regiane Kowalek Hanusiak,Pontifícia Universidade Católica do Paraná - PUCPR,Identificação da Autoria de Manuscritos com Base em Atributos Genéticos e Genéricos da Escrita,"Graphoscopy is an area of ​​forensic science dedicated, among other purposes, to the analysis and identification of the authorship of manuscripts, whether contemporary or ancient. As it is an area where subjectivity predominates in the use of expert techniques or graphometry, it has become a field of interest in computing, in the search for solutions for the standardization and assistance of such procedures. In this context, this article presents a method for analyzing and identifying the authorship of manuscripts, based on the genetic and generic attributes of writing, fundamental components for identifying the authorship of manuscripts. The proposed method uses a global approach to extract graphoscopic and verification attributes.",,pt_BR,Published,16,2009,2009-11-03 21:02:55,Brazil,Curitiba,-254.295.963,-492.712.724,782
11221,Edson José Rodrigues Justino,Pontifícia Universidade Católica do Paraná - PUCPR,Identificação da Autoria de Manuscritos com Base em Atributos Genéticos e Genéricos da Escrita,"Graphoscopy is an area of ​​forensic science dedicated, among other purposes, to the analysis and identification of the authorship of manuscripts, whether contemporary or ancient. As it is an area where subjectivity predominates in the use of expert techniques or graphometry, it has become a field of interest in computing, in the search for solutions for the standardization and assistance of such procedures. In this context, this article presents a method for analyzing and identifying the authorship of manuscripts, based on the genetic and generic attributes of writing, fundamental components for identifying the authorship of manuscripts. The proposed method uses a global approach to extract graphoscopic and verification attributes.",,pt_BR,Published,16,2009,2009-11-03 21:02:55,Brazil,Curitiba,-254.295.963,-492.712.724,782
11221,Robert Sabourin,"Ecole de Technologie Superieure, Université Du Quebec",Identificação da Autoria de Manuscritos com Base em Atributos Genéticos e Genéricos da Escrita,"Graphoscopy is an area of ​​forensic science dedicated, among other purposes, to the analysis and identification of the authorship of manuscripts, whether contemporary or ancient. As it is an area where subjectivity predominates in the use of expert techniques or graphometry, it has become a field of interest in computing, in the search for solutions for the standardization and assistance of such procedures. In this context, this article presents a method for analyzing and identifying the authorship of manuscripts, based on the genetic and generic attributes of writing, fundamental components for identifying the authorship of manuscripts. The proposed method uses a global approach to extract graphoscopic and verification attributes.",,pt_BR,Published,16,2009,2009-11-03 21:02:55,Brazil,Recife,-80.584.933,-348.848.193,782
11296,Marcello Kera,Universidade Federal do Paraná - UFPR,Identificação da Autoria de Manuscritos com Base em Atributos Genéticos e Genéricos da Escrita,"Graphoscopy is an area of ​​forensic science dedicated, among other purposes, to the analysis and identification of the authorship of manuscripts, whether contemporary or ancient. As it is an area where subjectivity predominates in the use of expert techniques or graphometry, it has become a field of interest in computing, in the search for solutions for the standardization and assistance of such procedures. In this context, this article presents a method for analyzing and identifying the authorship of manuscripts, based on the genetic and generic attributes of writing, fundamental components for identifying the authorship of manuscripts. The proposed method uses a global approach to extract graphoscopic and verification attributes.",,pt_BR,Published,28,2009,2009-11-08 21:01:49,Brazil,Curitiba,-254.295.963,-492.712.724,1246
11296,Fátima Nunes,Universidade de São Paulo - USP,Ambiente Virtual Interativo com Colisão e Deformação de Objetos para Treinamento Médico,"Training in medical procedures can benefit from the use of interactive virtual environments that realistically simulate the user's actions. The simulation must emit quick responses regarding the encounter of objects, deformation, restriction of movement or even producing forces and vibrations. This work describes a methodology for creating a virtual environment for medical training. Classes and methods are designed and implemented in the environment using the Java programming language. Object collision and deformation methods are used to incorporate realism into the scene, with items being complex and dependent on the interaction information monitored in the virtual environment. The modeled objects are represented by polygonal meshes. Collision detection between objects is based on hierarchical subdivision of space with octrees and face detection. The mass-spring deformation technique is used to simulate the change in the shape of colliding objects. Experiments are carried out to demonstrate the prototype's functionalities.",,pt_BR,Published,28,2009,2009-11-08 21:01:49,Brazil,Sao Paulo,-235.506.507,-466.333.824,1246
11296,Helio Pedrini,Universidade Estadual de Campinas - Unicamp,Ambiente Virtual Interativo com Colisão e Deformação de Objetos para Treinamento Médico,"Training in medical procedures can benefit from the use of interactive virtual environments that realistically simulate the user's actions. The simulation must emit quick responses regarding the encounter of objects, deformation, restriction of movement or even producing forces and vibrations. This work describes a methodology for creating a virtual environment for medical training. Classes and methods are designed and implemented in the environment using the Java programming language. Object collision and deformation methods are used to incorporate realism into the scene, with items being complex and dependent on the interaction information monitored in the virtual environment. The modeled objects are represented by polygonal meshes. Collision detection between objects is based on hierarchical subdivision of space with octrees and face detection. The mass-spring deformation technique is used to simulate the change in the shape of colliding objects. Experiments are carried out to demonstrate the prototype's functionalities.",,pt_BR,Published,28,2009,2009-11-08 21:01:49,Brazil,Campinas,-229.056.391,-47.059.564,1246
11384,Marcos Camponogara,Pontifícia Universidade Católica do Rio Grande do Sul - PUCRS,Ambiente Virtual Interativo com Colisão e Deformação de Objetos para Treinamento Médico,"Training in medical procedures can benefit from the use of interactive virtual environments that realistically simulate the user's actions. The simulation must emit quick responses regarding the encounter of objects, deformation, restriction of movement or even producing forces and vibrations. This work describes a methodology for creating a virtual environment for medical training. Classes and methods are designed and implemented in the environment using the Java programming language. Object collision and deformation methods are used to incorporate realism into the scene, with items being complex and dependent on the interaction information monitored in the virtual environment. The modeled objects are represented by polygonal meshes. Collision detection between objects is based on hierarchical subdivision of space with octrees and face detection. The mass-spring deformation technique is used to simulate the change in the shape of colliding objects. Experiments are carried out to demonstrate the prototype's functionalities.",,pt_BR,Published,14,2009,2009-11-16 09:57:01,Brazil,Porto Alegre,-300.324.999,-512.303.767,858
11384,Milene Silveira,Pontifícia Universidade Católica do Rio Grande do Sul - PUCRS,QOC*: utilizando Design Rationale como ferramenta para gerenciar conhecimento em projetos de software,"During the development process of a software system, a large amount of knowledge is used and produced as a result of the options analyzed and the decisions made throughout the development of the project. This knowledge is valuable, as it reflects the reasons behind decisions, which makes it easier to understand the direction of the project and provides a global view of it. Therefore, there is a need to find alternatives to organize and maintain this type of knowledge and then turn it into a resource that can facilitate the continuity of software projects or the maintenance of developed systems. In this sense, this article presents research based on Knowledge Management and Design Rationale, which proposes a way of representing and maintaining the reasons that motivated the taking of certain decisions in software projects, considering, for this, a representation based on questioning and in the discussion regarding the best options to address issues that arise during the development of a project.",,pt_BR,Published,14,2009,2009-11-16 09:57:01,Brazil,Porto Alegre,-300.324.999,-512.303.767,858
11467,Ivan Torres Pisa,Universidade Federal de São Paulo - UNIFESP,QOC*: utilizando Design Rationale como ferramenta para gerenciar conhecimento em projetos de software,"During the development process of a software system, a large amount of knowledge is used and produced as a result of the options analyzed and the decisions made throughout the development of the project. This knowledge is valuable, as it reflects the reasons behind decisions, which makes it easier to understand the direction of the project and provides a global view of it. Therefore, there is a need to find alternatives to organize and maintain this type of knowledge and then turn it into a resource that can facilitate the continuity of software projects or the maintenance of developed systems. In this sense, this article presents research based on Knowledge Management and Design Rationale, which proposes a way of representing and maintaining the reasons that motivated the taking of certain decisions in software projects, considering, for this, a representation based on questioning and in the discussion regarding the best options to address issues that arise during the development of a project.",,pt_BR,Published,15,2009,2009-11-24 17:25:49,Brazil,Sao Paulo,-235.506.507,-466.333.824,1187
11467,Eliane Colepícolo,Universidade Federal de São Paulo - UNIFESP,Uso da ferramenta PreText para mineração de textos extraídos do NCBI para estudo epistemológico da Informática em Saúde,"This article presents the use of the PreText tool as an auxiliary technique for research on the epistemology of Health Informatics (IS), which aims to infer whether IS is characterized as science, technology, technoscience or art. PreText aims to pre-process texts, transforming them into a structured format, using the bag-of-words approach, and was applied to the metadata of 437,289 abstracts of scientific articles extracted from the PubMed Central database. The processing results were exported to a database and related to a collection of terms from a thesaurus specialized in IS built by the authors, called EpistemIS, and to the articles' metadata for generating statistics. Such relationships made it possible to understand the epistemology of SI, inferring that this is an interdisciplinary technoscience that operates in the domains of Life Sciences, Health Sciences and Health Care.",,pt_BR,Published,15,2009,2009-11-24 17:25:49,Brazil,Sao Paulo,-235.506.507,-466.333.824,1187
11467,Edson Takashi Matsubara,Universidade de São Paulo - USP,Uso da ferramenta PreText para mineração de textos extraídos do NCBI para estudo epistemológico da Informática em Saúde,"This article presents the use of the PreText tool as an auxiliary technique for research on the epistemology of Health Informatics (IS), which aims to infer whether IS is characterized as science, technology, technoscience or art. PreText aims to pre-process texts, transforming them into a structured format, using the bag-of-words approach, and was applied to the metadata of 437,289 abstracts of scientific articles extracted from the PubMed Central database. The processing results were exported to a database and related to a collection of terms from a thesaurus specialized in IS built by the authors, called EpistemIS, and to the articles' metadata for generating statistics. Such relationships made it possible to understand the epistemology of SI, inferring that this is an interdisciplinary technoscience that operates in the domains of Life Sciences, Health Sciences and Health Care.",,pt_BR,Published,15,2009,2009-11-24 17:25:49,Brazil,Sao Paulo,-235.506.507,-466.333.824,1187
11467,Alex Esteves Jaccoud Falcão,Universidade Federal de São Paulo - UNIFESP,Uso da ferramenta PreText para mineração de textos extraídos do NCBI para estudo epistemológico da Informática em Saúde,"This article presents the use of the PreText tool as an auxiliary technique for research on the epistemology of Health Informatics (IS), which aims to infer whether IS is characterized as science, technology, technoscience or art. PreText aims to pre-process texts, transforming them into a structured format, using the bag-of-words approach, and was applied to the metadata of 437,289 abstracts of scientific articles extracted from the PubMed Central database. The processing results were exported to a database and related to a collection of terms from a thesaurus specialized in IS built by the authors, called EpistemIS, and to the articles' metadata for generating statistics. Such relationships made it possible to understand the epistemology of SI, inferring that this is an interdisciplinary technoscience that operates in the domains of Life Sciences, Health Sciences and Health Care.",,pt_BR,Published,15,2009,2009-11-24 17:25:49,Brazil,Sao Paulo,-235.506.507,-466.333.824,1187
11468,Gustavo Callou,Universidade Federal de Pernambuco - UFPE,Uso da ferramenta PreText para mineração de textos extraídos do NCBI para estudo epistemológico da Informática em Saúde,"This article presents the use of the PreText tool as an auxiliary technique for research on the epistemology of Health Informatics (IS), which aims to infer whether IS is characterized as science, technology, technoscience or art. PreText aims to pre-process texts, transforming them into a structured format, using the bag-of-words approach, and was applied to the metadata of 437,289 abstracts of scientific articles extracted from the PubMed Central database. The processing results were exported to a database and related to a collection of terms from a thesaurus specialized in IS built by the authors, called EpistemIS, and to the articles' metadata for generating statistics. Such relationships made it possible to understand the epistemology of SI, inferring that this is an interdisciplinary technoscience that operates in the domains of Life Sciences, Health Sciences and Health Care.",,pt_BR,Published,19,2009,2009-11-24 17:35:08,Brazil,Recife,-80.584.933,-348.848.193,1204
11468,Bruno Nogueira,Universidade Federal de Pernambuco - UFPE,ALUPAS: Avaliação de desempenho e consumo de energia de softwares para sistemas embarcados,"With the proliferation of portable battery-operated equipment, the design of low-power embedded systems has aroused much interest in recent years. To meet low energy consumption requirements, it is essential, even in the initial phases of development, to have mechanisms that help quickly and accurately analyze possible design alternatives. This work presents ALUPAS, a stochastic simulator based on Colored Petri Nets (CPN) to estimate the performance and energy consumption of software for embedded systems. Experimental results show an accuracy, on average, of 94% using the proposed simulator compared to real values ​​measured in the hardware.",,pt_BR,Published,19,2009,2009-11-24 17:35:08,Brazil,Recife,-80.584.933,-348.848.193,1204
11468,Ermeson Andrade,Universidade Federal de Pernambuco - UFPE,ALUPAS: Avaliação de desempenho e consumo de energia de softwares para sistemas embarcados,"With the proliferation of portable battery-operated equipment, the design of low-power embedded systems has aroused much interest in recent years. To meet low energy consumption requirements, it is essential, even in the initial phases of development, to have mechanisms that help quickly and accurately analyze possible design alternatives. This work presents ALUPAS, a stochastic simulator based on Colored Petri Nets (CPN) to estimate the performance and energy consumption of software for embedded systems. Experimental results show an accuracy, on average, of 94% using the proposed simulator compared to real values ​​measured in the hardware.",,pt_BR,Published,19,2009,2009-11-24 17:35:08,Brazil,Recife,-80.584.933,-348.848.193,1204
11468,Paulo Maciel,Universidade Federal de Pernambuco - UFPE,ALUPAS: Avaliação de desempenho e consumo de energia de softwares para sistemas embarcados,"With the proliferation of portable battery-operated equipment, the design of low-power embedded systems has aroused much interest in recent years. To meet low energy consumption requirements, it is essential, even in the initial phases of development, to have mechanisms that help quickly and accurately analyze possible design alternatives. This work presents ALUPAS, a stochastic simulator based on Colored Petri Nets (CPN) to estimate the performance and energy consumption of software for embedded systems. Experimental results show an accuracy, on average, of 94% using the proposed simulator compared to real values ​​measured in the hardware.",,pt_BR,Published,19,2009,2009-11-24 17:35:08,Brazil,Recife,-80.584.933,-348.848.193,1204
11468,Eduardo Tavares,Universidade Federal de Pernambuco - UFPE,ALUPAS: Avaliação de desempenho e consumo de energia de softwares para sistemas embarcados,"With the proliferation of portable battery-operated equipment, the design of low-power embedded systems has aroused much interest in recent years. To meet low energy consumption requirements, it is essential, even in the initial phases of development, to have mechanisms that help quickly and accurately analyze possible design alternatives. This work presents ALUPAS, a stochastic simulator based on Colored Petri Nets (CPN) to estimate the performance and energy consumption of software for embedded systems. Experimental results show an accuracy, on average, of 94% using the proposed simulator compared to real values ​​measured in the hardware.",,pt_BR,Published,19,2009,2009-11-24 17:35:08,Brazil,Recife,-80.584.933,-348.848.193,1204
11469,Káthia Marçal de Oliveira,Universidade Catolica de Brasilia - UCB,ALUPAS: Avaliação de desempenho e consumo de energia de softwares para sistemas embarcados,"With the proliferation of portable battery-operated equipment, the design of low-power embedded systems has aroused much interest in recent years. To meet low energy consumption requirements, it is essential, even in the initial phases of development, to have mechanisms that help quickly and accurately analyze possible design alternatives. This work presents ALUPAS, a stochastic simulator based on Colored Petri Nets (CPN) to estimate the performance and energy consumption of software for embedded systems. Experimental results show an accuracy, on average, of 94% using the proposed simulator compared to real values ​​measured in the hardware.",,pt_BR,Published,23,2009,2009-11-24 17:40:31,Brazil,Taguatinga,-12.402.404,-464.365.769,648
11469,André Luiz Pimentel Queiroz,Universidade Catolica de Brasilia - UCB,Avaliação Pró-ativa da Deterioração de Sistemas de Informação por meio de Medidas de Gestão,"Issues related to the modernization of information systems have received greater attention and relevance. Many methods have been proposed to support an organization in choosing the best alternative for modernizing a system. However, these methods do not provide the necessary information for early identification of application deterioration, and are used when it has already been decided to take some action to modernize the application, as a reactive way of dealing with the problem. This article presents a measurement-based approach with the aim of continuously monitoring the deterioration of a system, allowing the manager to take adjustment actions as early as possible. Practical applications in different systems of a large company show the feasibility of collecting measurements and indicate deteriorating systems.",,pt_BR,Published,23,2009,2009-11-24 17:40:31,Brazil,Taguatinga,-12.402.404,-464.365.769,648
